stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,minorityInterest,otherOperatingExpenses,discontinuedOperations
ALRS,2019-09-30,6950000.0,7104000.0,-990000,0,36337000,46763000,2332000,,10426000.0,0,46763000,34572000.0,7104000,9436000.0,,,1765000.0,
ALRS,2019-06-30,8348000.0,8348000.0,-1051000,0,34210000,46478000,2869000,,12268000.0,0,46478000,33999000.0,8348000,11217000.0,,,211000.0,
UNH,2020-03-31,3382000000.0,3465000000.0,-437000000,48687000000,59425000000,64421000000,1094000000,-437000000.0,4996000000.0,4996000000,15734000000,10015000000.0,3382000000,4559000000.0,,4627000000.0,,
UNH,2019-12-31,3541000000.0,3668000000.0,-437000000,45787000000,55806000000,60901000000,990000000,-437000000.0,5095000000.0,5095000000,15114000000,9301000000.0,3541000000,4658000000.0,,4546000000.0,,
UNH,2019-09-30,3538000000.0,3629000000.0,-449000000,45668000000,55337000000,60351000000,936000000,-449000000.0,5014000000.0,5014000000,14683000000,8960000000.0,3538000000,4565000000.0,,4751000000.0,,
UNH,2019-06-30,3293000000.0,3385000000.0,-418000000,46782000000,55851000000,60595000000,941000000,-418000000.0,4744000000.0,4744000000,13813000000,8415000000.0,3293000000,4326000000.0,,4953000000.0,,
SNAP,2020-03-31,-305936000.0,-305936000.0,-18913000,253410000,748842000,462478000,659000,-15113000.0,-286364000.0,-286364000,209068000,256819000.0,-305936000,-305277000.0,238613000.0,,,
SNAP,2019-12-31,-240704000.0,-240704000.0,-86776000,253439000,714484000,560888000,332000,-14775000.0,-153596000.0,-153596000,307449000,241519000.0,-240704000,-240372000.0,219526000.0,,,
SNAP,2019-09-30,-227375000.0,-227375000.0,182000,223140000,675052000,446199000,-1296000,-8654000.0,-228853000.0,-228853000,223059000,240313000.0,-227375000,-228671000.0,211599000.0,,,
SNAP,2019-06-30,-255174000.0,-255174000.0,50722000,215492000,692839000,388021000,1078000,-809000.0,-304818000.0,-304818000,172529000,241148000.0,-255174000,-254096000.0,236199000.0,,,
RETA,2020-03-31,-48939000.0,-48939000.0,-3814000,47653000,68718000,1353000,-22240000,-5869000.0,-67365000.0,-67365000,-46300000,20787000.0,-48939000,-71179000.0,,,,
RETA,2019-12-31,-186942000.0,-186942000.0,-2562000,164559000,187103000,2671000,-52000,-3998000.0,-184432000.0,-184432000,-161888000,22271000.0,-186942000,-186994000.0,,,,
RETA,2019-09-30,-39694000.0,-39694000.0,-1078000,32279000,46820000,8242000,38000,-2389000.0,-38578000.0,-38578000,-24037000,14283000.0,-39694000,-39656000.0,,,,
RETA,2019-06-30,-34380000.0,-34380000.0,-701000,29554000,41472000,7813000,20000,-2413000.0,-33659000.0,-33659000,-21741000,11706000.0,-34380000,-34360000.0,,,,
FNB,2020-03-31,44990000.0,47000000.0,-18916000,0,183784000,260700000,11000000,,76916000.0,0,260700000,156814000.0,47000000,58000000.0,,,26970000.0,
FNB,2019-12-31,92989000.0,95000000.0,-6100000,0,169000000,291100000,21000000,,122100000.0,0,291100000,145000000.0,95000000,116000000.0,,,24000000.0,
FNB,2019-09-30,100990000.0,103000000.0,-10300000,0,168000000,298300000,17000000,,130300000.0,0,298300000,137000000.0,103000000,120000000.0,,,31000000.0,
FNB,2019-06-30,92990000.0,95000000.0,-10980000,0,165866000,295846000,24000000,,129980000.0,0,295846000,141899000.0,95000000,119000000.0,,,23967000.0,
NWL,2020-03-31,-1279000000.0,-1279000000.0,-1556000000,1269000000,1813000000,1886000000,-204000000,-63000000.0,73000000.0,73000000,617000000,544000000.0,-1279000000,-1483000000.0,,25000000.0,,
NWL,2019-12-31,793800000.0,555800000.0,-528900000,1996500000,2661100000,2976400000,-769400000,-70700000.0,315300000.0,315300000,979900000,515600000.0,793800000,-213600000.0,,32700000.0,,
NWL,2019-09-30,-625800000.0,-453900000.0,-946000000,1639900000,2249600000,2450600000,-291100000,-74200000.0,201000000.0,201000000,810700000,609700000.0,-625800000,-745000000.0,,30900000.0,,
NWL,2019-06-30,-625800000.0,-453900000.0,0,0,0,0,0,-74200000.0,201000000.0,0,0,609700000.0,0,-745000000.0,,35400000.0,,
JOE,2020-03-31,-1533000.0,-1335000.0,-4999,10610000,20399000,18574000,-495000,-3345000.0,-1825000.0,-1825000,7964000,,-1533000,-1830000.0,,10347000.0,6916000.0,
JOE,2019-12-31,8688000.0,8627000.0,-2918000,20367000,28765000,42659000,2349000,-3465000.0,13894000.0,13894000,22292000,,8688000,10976000.0,,10149000.0,5196000.0,
JOE,2019-09-30,5717000.0,5826000.0,1409000,17753000,25436000,32856000,3003000,-3109000.0,7420000.0,7420000,15103000,,5717000,8829000.0,,9848000.0,5054000.0,
JOE,2019-06-30,10373000.0,10228000.0,2794000,17162000,24678000,35546000,3434000,-3024000.0,10868000.0,10868000,18384000,,10373000,13662000.0,,19254000.0,5094000.0,
LMPX,2020-03-31,-1720188.0,-1720188.0,-406653,4621027,6628840,5315305,0,-42791.0,-1313535.0,-1313535,694278,1621594.0,-1720188,-1720188.0,,,,
LMPX,2019-12-31,-572195.0,-572195.0,81627,2784606,3680785,3026963,0,-23233.0,-653822.0,-653822,242357,837829.0,-572195,-572195.0,,,,
LMPX,2019-09-30,-775393.0,-775393.0,-61404,1347202,1891876,1177887,0,-4162.0,-713989.0,-713989,-169315,490541.0,-775393,-775393.0,,,,
LMPX,2019-06-30,-1281652.0,-1281652.0,-623592,1825239,2368540,1710480,0,-2833.0,-658060.0,-658060,-114759,508890.0,-1281652,-1281652.0,,,,
MT,2020-03-31,-1120000000.0,-1117000000.0,-973000000,13877000000,14648000000,14844000000,340000000,-115000000.0,196000000.0,196000000,967000000,,-1120000000,-777000000.0,,1774000000.0,,
MT,2019-12-31,-1882000000.0,-1897000000.0,-662000000,16129000000,16624000000,15514000000,125000000,-228000000.0,-1110000000.0,-1110000000,-615000000,,-1882000000,-1772000000.0,,1962000000.0,,
MT,2019-09-30,-539000000.0,-539000000.0,-651000000,15571000000,16337000000,16634000000,185000000,-152000000.0,297000000.0,297000000,1063000000,,-539000000,-354000000.0,,1987000000.0,,
MT,2019-06-30,-447000000.0,-405000000.0,-1180000000,18031000000,18490000000,19279000000,14000000,-154000000.0,789000000.0,789000000,1248000000,,-447000000,-391000000.0,,2078000000.0,,
APEN,2020-03-31,-10256000.0,-10256000.0,-3538000,5081000,17393000,10718000,43000,-1350000.0,-6675000.0,-6675000,5637000,9669000.0,-10256000,-10213000.0,2147000.0,,,
APEN,2019-12-31,-7196000.0,-7196000.0,-140000,6154000,18901000,11989000,144000,-1203000.0,-6912000.0,-6912000,5835000,10104000.0,-7196000,-7052000.0,2139000.0,,,
APEN,2019-09-30,-8658000.0,-8658000.0,-1719000,5826000,18118000,11259000,80000,-1221000.0,-6859000.0,-6859000,5433000,9654000.0,-8658000,-8578000.0,2128000.0,,,
APEN,2019-06-30,-8774000.0,-8774000.0,-1577000,7088000,21451000,14254000,0,-669000.0,-7197000.0,-7197000,7166000,11146000.0,-8774000,-8774000.0,2689000.0,,,
BDL,2019-12-28,494000.0,921000.0,-192000,23937000,29663000,30894000,118000,-204000.0,1231000.0,1231000,6957000,5773000.0,494000,1039000.0,,6203000.0,-47000.0,
BDL,2019-09-28,916000.0,1438000.0,-155000,22417000,27183000,29010000,234000,-167000.0,1827000.0,1827000,6593000,4816000.0,916000,1672000.0,,6208000.0,-50000.0,
BDL,2019-06-29,968000.0,1476000.0,-159000,22438000,27507000,29451000,309000,-175000.0,1944000.0,1944000,7013000,5130000.0,968000,1785000.0,,6085000.0,-61000.0,
BDL,2019-03-30,1021000.0,1465000.0,-168000,22608000,27787000,29677000,257000,-181000.0,1890000.0,1890000,7069000,5238000.0,1021000,1722000.0,,5947000.0,-59000.0,
ASPN,2020-03-31,-3169000.0,-3169000.0,-83000,22439000,31505000,28419000,0,-83000.0,-3086000.0,-3086000,5980000,6839000.0,-3169000,-3169000.0,2227000.0,,,
ASPN,2019-12-31,-956000.0,-956000.0,-126000,35195000,47335000,46505000,0,-126000.0,-830000.0,-830000,11310000,9575000.0,-956000,-956000.0,2565000.0,,,
ASPN,2019-09-30,-2289000.0,-2289000.0,-136000,27683000,37578000,35425000,0,-136000.0,-2153000.0,-2153000,7742000,7849000.0,-2289000,-2289000.0,2046000.0,,,
ASPN,2019-06-30,-5318000.0,-5318000.0,-103000,26019000,34748000,29533000,0,-103000.0,-5215000.0,-5215000,3514000,6861000.0,-5318000,-5318000.0,1868000.0,,,
OTEX,2020-03-31,25965000.0,26000000.0,-108517000,218786000,710196000,814679000,8891000,-41668000.0,104483000.0,104483000,595893000,235062000.0,25965000,34891000.0,108184000.0,1288000.0,,
OTEX,2019-12-31,107467000.0,107518000.0,-40476000,190086000,576745000,771557000,46818000,-33778000.0,194812000.0,194812000,581471000,191905000.0,107467000,154336000.0,80283000.0,1292000.0,,
OTEX,2019-09-30,74401000.0,74427000.0,-40096000,188210000,559274000,696888000,23091000,-34166000.0,137614000.0,137614000,508678000,180153000.0,74401000,97518000.0,81178000.0,1241000.0,,
OTEX,2019-06-30,71983000.0,72015000.0,-31456000,193791000,587441000,747221000,56309000,-35687000.0,159780000.0,159780000,553430000,192796000.0,71983000,128324000.0,83708000.0,1215000.0,,
WM,2020-03-31,361000000.0,361000000.0,-138000000,2329000000,3156000000,3729000000,74000000,-112000000.0,573000000.0,573000000,1400000000,425000000.0,361000000,435000000.0,,2000000.0,,
WM,2019-12-31,447000000.0,447000000.0,-177000000,2298000000,3138000000,3846000000,84000000,-163000000.0,708000000.0,708000000,1548000000,445000000.0,447000000,531000000.0,,2000000.0,,
WM,2019-09-30,495000000.0,495000000.0,-121000000,2441000000,3231000000,3967000000,120000000,-105000000.0,736000000.0,736000000,1526000000,386000000.0,495000000,615000000.0,,2000000.0,,
WM,2019-06-30,381000000.0,382000000.0,-222000000,2427000000,3227000000,3946000000,115000000,-100000000.0,719000000.0,719000000,1519000000,391000000.0,381000000,497000000.0,,1000000.0,,
LIND,2020-03-31,-1934000.0,-2471000.0,-6550000,42192000,78987000,81238000,-1828000,-3054000.0,2251000.0,2251000,39046000,30105000.0,-1934000,-4299000.0,,16476000.0,,
LIND,2019-12-31,-1469000.0,92000.0,-1609000,41777000,76744000,75797000,-2648000,-2897000.0,-947000.0,-947000,34020000,27801000.0,-1469000,-2556000.0,,16112000.0,,
LIND,2019-09-30,-493000.0,2726000.0,-5582000,48294000,85324000,100983000,7351000,-3214000.0,15659000.0,15659000,52689000,30797000.0,2161000,10077000.0,,7336000.0,,
LIND,2019-06-30,988000.0,851000.0,-2717000,37520000,72537000,76658000,553000,-3188000.0,4121000.0,4121000,39138000,28835000.0,988000,1404000.0,,6771000.0,,
HDS,2020-05-03,72000000.0,72000000.0,-31000000,845000000,1268000000,1395000000,24000000,-25000000.0,127000000.0,127000000,550000000,396000000.0,72000000,96000000.0,,,,
HDS,2020-02-02,78000000.0,78000000.0,-38000000,840000000,1237000000,1385000000,32000000,-27000000.0,148000000.0,148000000,545000000,368000000.0,78000000,110000000.0,,,,
HDS,2019-11-03,132000000.0,131000000.0,-31000000,1004000000,1435000000,1644000000,47000000,-27000000.0,209000000.0,209000000,640000000,405000000.0,132000000,178000000.0,,,,
HDS,2019-08-04,135000000.0,135000000.0,-28000000,991000000,1413000000,1624000000,48000000,-28000000.0,211000000.0,211000000,633000000,396000000.0,135000000,183000000.0,,,,
PPIH,2020-04-30,-2521000.0,-2521000.0,-186000,19275000,25291000,22741000,-215000,-186000.0,-2550000.0,-2550000,3466000,6016000.0,-2521000,-2736000.0,,,,
PPIH,2020-01-31,1503000.0,1503000.0,-293000,25235000,30755000,32263000,-288000,-494000.0,1508000.0,1508000,7028000,5520000.0,1503000,1215000.0,,,,
PPIH,2019-10-31,-145000.0,-145000.0,-194000,26814000,32709000,34457000,1699000,-194000.0,1748000.0,1748000,7643000,5895000.0,-145000,1554000.0,,,,
PPIH,2019-07-31,3720000.0,3720000.0,-209000,27014000,33003000,36667000,-265000,-209000.0,3664000.0,3664000,9653000,5989000.0,3720000,3455000.0,,,,
DRI,2020-02-23,232300000.0,233300000.0,-13300000,1808500000,2068100000,2346500000,31800000,-13200000.0,278400000.0,278400000,538000000,171900000.0,232300000,265100000.0,,,,-1000000.0
DRI,2019-11-24,24700000.0,25400000.0,-19400000,1650900000,2043200000,2056400000,-31600000,-13100000.0,13200000.0,13200000,405500000,304700000.0,24700000,-6200000.0,,,,-700000.0
DRI,2019-08-25,170600000.0,171800000.0,-11100000,1679500000,1932400000,2133900000,18600000,-11100000.0,201500000.0,201500000,454400000,166700000.0,170600000,190400000.0,,,,-1200000.0
DRI,2019-05-26,208000000.0,208700000.0,-26500000,1725300000,1984700000,2229100000,9200000,-15700000.0,244400000.0,244400000,503800000,171500000.0,208000000,217900000.0,,,,-700000.0
SGA,2020-03-31,1643000.0,1680000.0,1613000,22199000,25284000,26051000,700000,-108000.0,767000.0,767000,3852000,3015000.0,1680000,2380000.0,,,70000.0,
SGA,2019-12-31,3722000.0,3841000.0,-982000,23050000,26357000,31791000,1560000,-163000.0,5434000.0,5434000,8741000,3281000.0,3841000,5401000.0,,,26000.0,
SGA,2019-09-30,3273000.0,3334000.0,-7000,23600000,26473000,31274000,1460000,-180000.0,4801000.0,4801000,7674000,2788000.0,3334000,4794000.0,,,85000.0,
SGA,2019-06-30,4646000.0,4734000.0,-24000,22879000,25583000,32191000,1850000,-184000.0,6608000.0,6608000,9312000,2706000.0,4734000,6584000.0,,,-2000.0,
PBFX,2020-03-31,34813000.0,34813000.0,-13141000,29501000,45075000,93029000,0,-12288000.0,47954000.0,47954000,63528000,4292000.0,34813000,34813000.0,,,,
PBFX,2019-12-31,29771000.0,29771000.0,-12771000,31789000,49698000,92240000,0,-12637000.0,42542000.0,42542000,60451000,5962000.0,29771000,29771000.0,,,,
PBFX,2019-09-30,30994000.0,30994000.0,-13630000,28356000,41753000,86377000,0,-12674000.0,44624000.0,44624000,58021000,4318000.0,30994000,30994000.0,,,,
PBFX,2019-06-30,22166000.0,25328000.0,-14138000,28553000,44057000,82750000,0,-11662000.0,38693000.0,38693000,54197000,6650000.0,22166000,25328000.0,,,,
VCNX,2020-03-31,-7149000.0,-7149000.0,10000,0,7159000,0,0,,-7159000.0,-7159000,0,1750000.0,-7149000,-7149000.0,5409000.0,23963000.0,,
VCNX,2019-12-31,-6326000.0,-6326000.0,13000,0,6339000,0,0,,-6339000.0,-6339000,0,1928000.0,-6326000,-6326000.0,4411000.0,23963000.0,,
VCNX,2019-09-30,-7642000.0,-7642000.0,36000,8000,8082000,404000,0,,-7678000.0,-7678000,396000,1531000.0,-7642000,-7642000.0,6543000.0,23963000.0,,
VCNX,2019-06-30,-8828000.0,-8828000.0,30000,16000,8883000,25000,0,,-8858000.0,-8858000,9000,1563000.0,-8828000,-8828000.0,7304000.0,23963000.0,,
SPSC,2020-03-31,9515000.0,9515000.0,-673000,23544000,62656000,74192000,1348000,,11536000.0,11536000,50648000,30208000.0,9515000,10863000.0,7568000.0,,,
SPSC,2019-12-31,9162000.0,9162000.0,1037000,23909000,61969000,72733000,2639000,,10764000.0,10764000,48824000,28781000.0,9162000,11801000.0,7861000.0,,,
SPSC,2019-09-30,8941000.0,8941000.0,700000,23263000,59995000,70928000,2692000,,10933000.0,10933000,47665000,27662000.0,8941000,11633000.0,7743000.0,,,
SPSC,2019-06-30,8796000.0,8796000.0,1453000,23700000,59199000,68529000,1987000,,9330000.0,9330000,44829000,27724000.0,8796000,10783000.0,6509000.0,,,
Y,2020-03-31,-361218000.0,-361472000.0,-18356000,1468840000,1930762000,1482926000,-104720000,-18356000.0,-447836000.0,-447836000,14086000,-14307000.0,-361218000,-466192000.0,,208361000.0,466661000.0,
Y,2019-12-31,31683000.0,36174000.0,-25594000,1634135000,2213505000,2300830000,25557000,-25594000.0,87325000.0,87325000,666695000,7218000.0,31683000,61731000.0,,204753000.0,562108000.0,
Y,2019-09-30,90432000.0,101292000.0,-33203000,1357255000,1997452000,2159957000,28010000,-25703000.0,162505000.0,162505000,802702000,22276000.0,90432000,129302000.0,,180853000.0,609826000.0,
Y,2019-06-30,295459000.0,304833000.0,-25129000,1241119000,1857355000,2258673000,71356000,-25129000.0,401318000.0,401318000,1017554000,25967000.0,295459000,376189000.0,,175572000.0,581474000.0,
SSSS,2020-03-31,-23692247.0,-23692247.0,-21261094,0,2674251,251763,8665,-573400.0,-2422488.0,-2422488,251763,2674251.0,-23692247,-23683582.0,,,,
SSSS,2019-12-31,2208237.0,2208237.0,4194887,0,2387787,400296,-841,-576685.0,-1987491.0,-1987491,400296,2387787.0,2208237,2207396.0,,,,
SSSS,2019-09-30,5261452.0,5261452.0,9372144,0,4489964,380226,954,-591512.0,-4109738.0,-4109738,380226,4489964.0,5261452,5262406.0,,,,
SSSS,2019-06-30,-675605.0,-675605.0,1529421,0,2663029,487952,29949,-600205.0,-2175077.0,-2175077,487952,2663029.0,-675605,-645656.0,,,,
NEWR,2020-03-31,-27959000.0,-28564000.0,-3922000,28073000,185606000,159657000,-1307000,-6035000.0,-25949000.0,-25949000,131584000,116232000.0,-27959000,-29871000.0,41301000.0,1669000.0,,
NEWR,2019-12-31,-27195000.0,-27735000.0,-2625000,26402000,177244000,153028000,894000,-5953000.0,-24216000.0,-24216000,126626000,112455000.0,-27195000,-26841000.0,38387000.0,2274000.0,,
NEWR,2019-09-30,-18614000.0,-19123000.0,-1562000,25149000,162716000,145815000,660000,-5888000.0,-16901000.0,-16901000,120666000,103435000.0,-18614000,-18463000.0,34132000.0,2814000.0,,
NEWR,2019-06-30,-15169000.0,-15557000.0,1299000,23613000,157902000,141010000,-36000,-5819000.0,-16892000.0,-16892000,117397000,99950000.0,-15169000,-15593000.0,34339000.0,2345000.0,,
TSRI,2020-02-29,-945102.0,-941993.0,-861325,12124514,14577237,14144569,-352000,-38000.0,-432668.0,-432668,2020055,2452723.0,-945102,-1293993.0,,13028.0,,
TSRI,2019-11-30,61512.0,67758.0,260504,12784085,15418615,15233869,8000,-38000.0,-184746.0,-184746,2449784,2634530.0,61512,75758.0,,27710.0,,
TSRI,2019-08-31,-663014.0,-659342.0,7611,12671052,15860515,14946562,-247000,-38000.0,-913953.0,-913953,2275510,3189463.0,-663014,-906342.0,,32464.0,,
TSRI,2019-05-31,-600815.0,-592534.0,502,13234630,16458081,15574045,-291000,-38000.0,-884036.0,-884036,2339415,3223451.0,-600815,-883534.0,,28792.0,,
PFG,2020-03-31,288900000.0,285000000.0,0,2887600000,4223100000,4551300000,43200000,,328200000.0,328200000,1663700000,1335500000.0,288900000,328200000.0,,304800000.0,,
PFG,2019-12-31,300900000.0,315300000.0,0,2453300000,3675900000,4047200000,56000000,,371300000.0,371300000,1593900000,1222600000.0,300900000,371300000.0,,332700000.0,,
PFG,2019-09-30,277100000.0,284600000.0,0,2870400000,4112700000,4458400000,61100000,,345700000.0,345700000,1588000000,1242300000.0,277100000,345700000.0,,437900000.0,,
PFG,2019-06-30,386300000.0,392100000.0,0,2476000000,3522300000,3972600000,58200000,,450300000.0,450300000,1496600000,1046300000.0,386300000,450300000.0,,371800000.0,,
GAB,2019-12-31,37259012.0,42336484.0,38623461,0,5155933,8868957,0,-4.0,3713024.0,3713024,8868957,5155933.0,42336484,42336484.0,,,,
GAB,2019-09-30,37259012.0,42336484.0,38623461,0,5155933,8868957,0,-4.0,3713024.0,3713024,8868957,5155933.0,42336484,42336484.0,,,,
GAB,2019-06-30,120808119.0,125985903.0,122198379,0,4685570,8473093,0,-4.0,3787523.0,3787523,8473093,4685570.0,125985903,125985903.0,,,,
GAB,2019-03-31,120808119.0,125985903.0,122198379,0,4685570,8473093,0,-4.0,3787523.0,3787523,8473093,4685570.0,125985903,125985903.0,,,,
WSM,2020-05-03,35423000.0,35423000.0,-29157000,634692000,1159560000,1235203000,11063000,-2159000.0,75643000.0,75643000,600511000,524868000.0,35423000,46486000.0,,,,
WSM,2020-02-02,166045000.0,166045000.0,-4666000,1150862000,1636605000,1843590000,36274000,-1367000.0,206985000.0,206985000,692728000,485743000.0,166045000,202319000.0,,,,
WSM,2019-11-03,74713000.0,74713000.0,-2558000,924300000,1340587000,1442472000,24614000,-2564000.0,101885000.0,101885000,518172000,416287000.0,74713000,99327000.0,,,,
WSM,2019-08-04,62648000.0,62648000.0,-2645000,886953000,1284673000,1370814000,20848000,-2669000.0,86141000.0,86141000,483861000,397720000.0,62648000,83496000.0,,,,
HUM,2020-03-31,473000000.0,473000000.0,-349000000,15629000000,17861000000,18935000000,252000000,-60000000.0,1074000000.0,1074000000,3306000000,2117000000.0,473000000,725000000.0,,,,
HUM,2019-12-31,512000000.0,512000000.0,201000000,13689000000,15905000000,16295000000,79000000,-58000000.0,390000000.0,390000000,2606000000,2082000000.0,512000000,591000000.0,,,,
HUM,2019-09-30,689000000.0,689000000.0,2000000,13357000000,15354000000,16241000000,200000000,-62000000.0,887000000.0,887000000,2884000000,1889000000.0,689000000,889000000.0,,,,
HUM,2019-06-30,940000000.0,940000000.0,126000000,13318000000,15130000000,16245000000,301000000,-60000000.0,1115000000.0,1115000000,2927000000,1703000000.0,940000000,1241000000.0,,,,
BEP,2020-03-31,30000000.0,120000000.0,-156000000,261000000,498000000,792000000,18000000,-162000000.0,294000000.0,294000000,531000000,31000000.0,30000000,138000000.0,,8311000000.0,,
BEP,2019-12-31,-55000000.0,10000000.0,-239000000,247000000,486000000,726000000,-9000000,-167000000.0,240000000.0,240000000,479000000,55000000.0,-55000000,1000000.0,,9339000000.0,,
BEP,2019-09-30,-41000000.0,1000000.0,-186000000,239000000,468000000,642000000,-13000000,-164000000.0,174000000.0,174000000,403000000,29000000.0,-41000000,-12000000.0,,8426000000.0,,
BEP,2019-06-30,34000000.0,115000000.0,-168000000,252000000,475000000,787000000,29000000,-178000000.0,312000000.0,312000000,535000000,23000000.0,34000000,144000000.0,,8817000000.0,,
CIZN,2020-03-31,1160000.0,1160000.0,0,0,8067000,9452000,225000,,1385000.0,0,9452000,6298000.0,1160000,1385000.0,,,1769000.0,
CIZN,2019-12-31,1971599.0,1971599.0,-235000,0,7493096,10327080,627385,,2833984.0,0,10327080,5603332.0,1971599,2598984.0,,,1889764.0,
