stock,endDate,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities
LIQT,2019-12-31,-2032354.0,58151.0,-4591850.0,-13004.0,,,490547.0,-28110.0,328199.0,,-1852476.0,-797771,4179255.0,-93495.0,-8780.0,-2059070.0,663975,,,
LIQT,2019-09-30,-182844.0,23167.0,3132011.0,-149175.0,,,298575.0,551976.0,-879492.0,,-1719947.0,656357,-2295786.0,-78385.0,-5201.0,-1314046.0,-1113173,,,
LIQT,2019-06-30,-158013.0,23167.0,-5748866.0,-416941.0,,,275730.0,-4182528.0,422563.0,,10755310.0,146786,2361242.0,14673288.0,-1450.0,-158013.0,-823646,,,
SENS,2020-03-31,-100000.0,11027000.0,9384000.0,-617000.0,,,288000.0,-29048000.0,,,-77133000.0,-42593000,-4742000.0,-47985000.0,-48396000.0,-100000.0,-1795000,615000.0,,-204000.0
SENS,2019-12-31,-94000.0,2439000.0,-4111000.0,1040000.0,,,666000.0,-34561000.0,,,-34642000.0,-35611000,-16000.0,13000.0,6350000.0,-94000.0,1032000,2007000.0,,-8344000.0
SENS,2019-09-30,-215000.0,-11946000.0,-466000.0,-2816000.0,,,-83000.0,-35631000.0,,,65284000.0,-19499000,705000.0,101130000.0,73650000.0,-215000.0,-1526000,26757000.0,,723000.0
SENS,2019-06-30,-344000.0,544000.0,-3435000.0,-4697000.0,,,218000.0,-35703000.0,,,-38379000.0,-31074000,1236000.0,-2430000.0,-2501000.0,-246000.0,1505000,71000.0,,723000.0
FSBW,2020-03-31,-583000.0,-41981000.0,,,-925000.0,-2876000.0,2178000.0,-29982000.0,,-5235000.0,3143000.0,5167000,5072000.0,122082000.0,74250000.0,-88957000.0,0,,-25258000.0,53992000.0
FSBW,2019-12-31,-461000.0,12101000.0,,,-875000.0,-50000.0,2734000.0,12811000.0,,-230000.0,-17116000.0,5918000,-7757000.0,13430000.0,8000000.0,-43357000.0,0,,-16541000.0,6535000.0
FSBW,2019-09-30,-261000.0,-15795000.0,,,-656000.0,334000.0,4966000.0,1318000.0,,-2104000.0,3300000.0,7144000,4947000.0,43062000.0,-6410000.0,-41080000.0,0,,-9798000.0,52181000.0
FSBW,2019-06-30,-881000.0,-20509000.0,,,-662000.0,-172000.0,1982000.0,-11817000.0,,-2413000.0,-3480000.0,4463000,2214000.0,6523000.0,-3707000.0,1814000.0,0,,2420000.0,12667000.0
TMBR,2020-03-31,,24658.0,,,,-1250000.0,,-1609152.0,,,840848.0,-3518600,-184383.0,3700000.0,3700000.0,-1250000.0,1049900,,,
TMBR,2019-03-31,,54571.0,,,,-1250000.0,,-27047.0,,,22953.0,-88253,-184383.0,100000.0,3700000.0,-50000.0,6635,,,
FWP,2019-12-31,,,,,,,,,,,,-685500,,,,,0,,,
FWP,2019-09-30,,,,,,,,,,,,-685500,,,,,0,,,
FWP,2019-06-30,,,,,,,,,,,,-1425000,,,,,0,,,
FWP,2019-03-31,,,,,,,,,,,,-1425000,,,,,0,,,
ALEC,2020-03-31,-3566000.0,6411000.0,,,,,1743000.0,-32313000.0,,,71276000.0,-40019000,3588000.0,228461000.0,,-124872000.0,-4036000,228461000.0,-121306000.0,
ALEC,2019-12-31,-1573000.0,4564000.0,,,,,3177000.0,-28827000.0,,,2667000.0,-30527000,-60000.0,1437000.0,,30057000.0,-5981000,1529000.0,31630000.0,
ALEC,2019-09-30,-2299000.0,2934000.0,,,,,1278000.0,-28863000.0,,,17766000.0,-31738000,1641000.0,720000.0,,45909000.0,-2978000,720000.0,48208000.0,
ALEC,2019-06-30,-9363000.0,3355000.0,,,,,821000.0,-18052000.0,,,8254000.0,-24560000,9518000.0,-116000.0,,26422000.0,-7186000,720000.0,35785000.0,
DT,2020-03-31,-4578000.0,1020000.0,5001000.0,,,,10721000.0,64641000.0,-4413000.0,-6000.0,24615000.0,46702000,-45668000.0,-30872000.0,-30000000.0,-4741000.0,41340000,265000000.0,,-265866000.0
DT,2019-12-31,-5385000.0,17016000.0,-78600000.0,,,,12470000.0,11132000.0,1282000.0,-5000.0,-23141000.0,1763000,-11092000.0,-30005000.0,-30000000.0,-5550000.0,65751000,265000000.0,,-265866000.0
DT,2019-09-30,-5607000.0,118237000.0,-4538000.0,,,,12423000.0,-252395000.0,-1540000.0,-92000.0,154243000.0,-417334000,-1247000.0,414016000.0,-436189000.0,-5838000.0,35821000,590297000.0,,260000000.0
DT,2019-06-30,-4151000.0,33058000.0,34116000.0,,,,12558000.0,34167000.0,203000.0,-53000.0,6139000.0,-49155000,-1837000.0,-23747000.0,-19000000.0,-4484000.0,870000,590297000.0,,-4694000.0
ALRS,2020-03-31,-689000.0,3115000.0,,,-2595000.0,96000.0,2075000.0,-21166000.0,,-336000.0,54483000.0,5363000,-31845000.0,147216000.0,-51000.0,-71567000.0,0,,-34337000.0,150198000.0
ALRS,2019-12-31,-451000.0,2522000.0,,,-2597000.0,140000.0,2265000.0,17316000.0,,-1000.0,82832000.0,7652000,5016000.0,135556000.0,-49000.0,-70040000.0,0,,-33618000.0,138203000.0
ALRS,2019-09-30,-516000.0,568000.0,,,-2364000.0,586000.0,2289000.0,14338000.0,,-1841000.0,16254000.0,7104000,3971000.0,-3175000.0,-141522000.0,5091000.0,0,,-23184000.0,79748000.0
ALRS,2019-06-30,-516000.0,568000.0,,,-2364000.0,586000.0,2289000.0,14338000.0,,-1841000.0,16254000.0,8348000,3971000.0,-3175000.0,-141522000.0,5091000.0,0,,-23184000.0,79748000.0
UNH,2020-03-31,-469000000.0,561000000.0,-2652000000.0,,-1024000000.0,-165000000.0,723000000.0,2943000000.0,-129000000.0,-1691000000.0,10584000000.0,3382000000,-3129000000.0,9303000000.0,10797000000.0,-1533000000.0,4058000000,557000000.0,30000000.0,664000000.0
UNH,2019-12-31,-650000000.0,427000000.0,-795000000.0,,-1024000000.0,-119000000.0,-3000000.0,6205000000.0,17000000.0,-399000000.0,-1378000000.0,3541000000,1616000000.0,-6212000000.0,-4198000000.0,-1388000000.0,698000000,297000000.0,-476000000.0,-888000000.0
UNH,2019-09-30,-444000000.0,146000000.0,-1239000000.0,,-1024000000.0,-166000000.0,709000000.0,3150000000.0,-43000000.0,-600000000.0,-1382000000.0,3538000000,-631000000.0,-56000000.0,2518000000.0,-4433000000.0,627000000,292000000.0,-374000000.0,-1242000000.0
UNH,2019-06-30,-415000000.0,139000000.0,3617000000.0,,-1024000000.0,350000000.0,654000000.0,5874000000.0,11000000.0,-1499000000.0,1338000000.0,3293000000,-957000000.0,915000000.0,3823000000.0,-5462000000.0,-872000000,125000000.0,-1335000000.0,-510000000.0
SNAP,2020-03-31,-10891000.0,182079000.0,92892000.0,,,,21204000.0,6283000.0,,,380990000.0,-305936000,-1253000.0,3130000.0,,371577000.0,5734000,3130000.0,382468000.0,
SNAP,2019-12-31,-9093000.0,141955000.0,-117126000.0,,,,20620000.0,-66842000.0,,,-209554000.0,-240704000,124673000.0,1364000.0,,-144076000.0,-7645000,1801000.0,-57864000.0,
SNAP,2019-09-30,-7938000.0,160153000.0,-62855000.0,,,,20646000.0,-76149000.0,,,393082000.0,-227375000,22650000.0,1157550000.0,,-688319000.0,4220000,7788000.0,-680381000.0,
SNAP,2019-06-30,-7633000.0,154583000.0,-39751000.0,,,,22660000.0,-95789000.0,,,90268000.0,-255174000,884000.0,1342000.0,,184715000.0,21009000,1342000.0,117552000.0,
RETA,2020-03-31,-85000.0,19307000.0,,,,,278000.0,-41173000.0,,,-39836000.0,-48939000,411000.0,1422000.0,,-85000.0,9499000,1422000.0,,
RETA,2019-12-31,-253000.0,12291000.0,,,,,273000.0,-149375000.0,,,424175000.0,-186942000,219215000.0,573803000.0,,-253000.0,-194569000,499450000.0,,
RETA,2019-09-30,-328000.0,5380000.0,,,,,258000.0,-40335000.0,,,-40300000.0,-39694000,2965000.0,363000.0,,-328000.0,-8650000,363000.0,,
RETA,2019-06-30,-932000.0,4483000.0,,,,,231000.0,-32709000.0,,,-32607000.0,-34380000,3237000.0,1034000.0,,-932000.0,-6979000,1034000.0,,
FNB,2020-03-31,-8000000.0,-273000000.0,,,-41000000.0,,4000000.0,-205000000.0,,-25000000.0,-35000000.0,47000000,-4000000.0,422000000.0,520000000.0,-252000000.0,0,,256000000.0,-32000000.0
FNB,2019-12-31,-15000000.0,18000000.0,,,-41000000.0,,12000000.0,122000000.0,,-25000000.0,-10000000.0,95000000,-3000000.0,228000000.0,71000000.0,-360000000.0,0,,-118000000.0,193000000.0
FNB,2019-09-30,-10000000.0,110000000.0,,,-42000000.0,,13000000.0,224000000.0,,-25000000.0,110000000.0,103000000,-6000000.0,260000000.0,-564000000.0,-374000000.0,0,,-93000000.0,863000000.0
FNB,2019-06-30,-11000000.0,-212000000.0,,,-41000000.0,,13000000.0,-104000000.0,,-25000000.0,2000000.0,95000000,1000000.0,75000000.0,264000000.0,31000000.0,0,,251000000.0,-151000000.0
NWL,2020-03-31,-58000000.0,1252000000.0,369000000.0,-142000000.0,-99000000.0,2000000.0,91000000.0,23000000.0,-24000000.0,-17000000.0,116000000.0,-1279000000,-219000000.0,173000000.0,289000000.0,-56000000.0,-49000000,,,
NWL,2019-12-31,-93200000.0,-688600000.0,164500000.0,377500000.0,-97600000.0,5300000.0,121200000.0,619900000.0,10800000.0,-1100000.0,-94500000.0,793800000,-69600000.0,-879600000.0,-602600000.0,154400000.0,-78900000,,,
NWL,2019-09-30,-56500000.0,822400000.0,71500000.0,48500000.0,-97400000.0,1500000.0,150500000.0,433200000.0,-12900000.0,-100000.0,-159100000.0,-625800000,37800000.0,-538000000.0,-411800000.0,-41400000.0,-71700000,,,
NWL,2019-06-30,-56500000.0,822400000.0,71500000.0,48500000.0,-97400000.0,1500000.0,150500000.0,433200000.0,-12900000.0,-100000.0,-159100000.0,0,37800000.0,-538000000.0,-411800000.0,-41400000.0,0,,,
JOE,2020-03-31,-1476000.0,-3023000.0,,,,1611000.0,2873000.0,3117000.0,,-6807000.0,-78485000.0,-1533000,5798000.0,-1338000.0,6262000.0,-80264000.0,0,,-47425000.0,-793000.0
JOE,2019-12-31,-1149000.0,466000.0,,,,-1318000.0,3125000.0,15664000.0,,-2051000.0,20120000.0,8688000,1715000.0,4637000.0,7448000.0,-181000.0,0,,23360000.0,-760000.0
JOE,2019-09-30,-796000.0,-2461000.0,,,,2936000.0,2629000.0,2432000.0,,-11721000.0,-30168000.0,5717000,-2444000.0,-18171000.0,5245000.0,-14429000.0,0,,537000.0,-11695000.0
JOE,2019-06-30,-6227000.0,112000.0,,,,4998000.0,2422000.0,13523000.0,,-11721000.0,4881000.0,10373000,867000.0,3352000.0,2560000.0,-11994000.0,0,,7000000.0,792000.0
LMPX,2020-03-31,-30178.0,580041.0,46373.0,-335941.0,,,80038.0,-5004460.0,,,11515223.0,-1720188,-3877266.0,17092988.0,-235589.0,-573305.0,222483,17328577.0,,
LMPX,2019-12-31,-26109.0,460881.0,64355.0,-2137258.0,,,39129.0,-4107292.0,,,4434383.0,-572195,-1529914.0,8593987.0,-3160049.0,-52312.0,-432290,10495720.0,,
LMPX,2019-09-30,-23659.0,256137.0,-55966.0,-1542651.0,,,23601.0,-1896114.0,,,1765447.0,-775393,-155001.0,3685601.0,3814015.0,-24040.0,353159,10495720.0,,
LMPX,2019-06-30,-87452.0,588605.0,54820.0,1455291.0,,,-268589.0,876391.0,,,-163974.0,-1281652,317281.0,-979078.0,-597000.0,-61287.0,10635,10495720.0,,
MT,2020-03-31,-850000000.0,1052000000.0,,,,95000000.0,771000000.0,594000000.0,-131000000.0,,-678000000.0,-1120000000,-109000000.0,-386000000.0,-283000000.0,-755000000.0,0,,,-103000000.0
MT,2019-12-31,-815000000.0,2393000000.0,,,,-845000000.0,802000000.0,2932000000.0,131000000.0,,1331000000.0,-1882000000,-94000000.0,19000000.0,40000000.0,-1751000000.0,-1236000000,,,-21000000.0
MT,2019-09-30,-941000000.0,304000000.0,,,,125000000.0,766000000.0,328000000.0,-155000000.0,,16000000.0,-539000000,-203000000.0,659000000.0,720000000.0,-816000000.0,0,,,-61000000.0
MT,2019-06-30,-869000000.0,1762000000.0,,,,-4000000.0,766000000.0,1786000000.0,17000000.0,,1440000000.0,-447000000,16000000.0,180000000.0,384000000.0,-564000000.0,0,,,-1000000.0
APEN,2020-03-31,-272000.0,3074000.0,1430000.0,-1522000.0,,,955000.0,-6263000.0,-95000.0,,-6882000.0,-10256000,-113000.0,-206000.0,,-318000.0,15000,,,-206000.0
APEN,2019-12-31,-339000.0,-325000.0,-222000.0,1914000.0,,,952000.0,-6677000.0,55000.0,,-5055000.0,-7196000,199000.0,-100000.0,,1667000.0,-2149000,,,-120000.0
APEN,2019-09-30,-89000.0,1420000.0,1957000.0,-383000.0,,,956000.0,-6218000.0,-52000.0,,12047000.0,-8658000,-166000.0,18488000.0,,-171000.0,-1453000,,,-1516000.0
APEN,2019-06-30,-265000.0,1699000.0,-673000.0,-157000.0,,,1048000.0,-6665000.0,-29000.0,,-7063000.0,-8774000,197000.0,-88000.0,,-281000.0,-68000,,,-92000.0
BDL,2019-12-28,-1313000.0,547000.0,,-664000.0,,,1571000.0,3428000.0,,,5450000.0,494000,-602000.0,3318000.0,3750000.0,-1296000.0,2080000,,10000.0,-432000.0
BDL,2019-09-28,-1153000.0,548000.0,,213000.0,,,795000.0,3434000.0,,,1139000.0,916000,630000.0,-1156000.0,-757000.0,-1139000.0,252000,,10000.0,-399000.0
BDL,2019-06-29,-960000.0,561000.0,,-144000.0,,,781000.0,1124000.0,,,-940000.0,968000,-453000.0,-1124000.0,-755000.0,-940000.0,-744000,,10000.0,-369000.0
BDL,2019-03-30,-2310000.0,647000.0,,119000.0,,,744000.0,2234000.0,,,-1027000.0,1021000,1392000.0,-1641000.0,-656000.0,-1620000.0,-1722000,,10000.0,-464000.0
ASPN,2020-03-31,-927000.0,992000.0,11799000.0,-4664000.0,,,2806000.0,-1353000.0,,-1195000.0,8153000.0,-3169000,-4534000.0,10433000.0,-3123000.0,-927000.0,-4583000,15036000.0,,-285000.0
ASPN,2019-12-31,-523000.0,886000.0,-7892000.0,4691000.0,,,2807000.0,4707000.0,,-6000.0,2438000.0,-956000,3643000.0,-1746000.0,-1740000.0,-523000.0,1528000,15036000.0,,-285000.0
ASPN,2019-09-30,-287000.0,1011000.0,-2196000.0,-360000.0,,,2797000.0,-3818000.0,,-6000.0,-2127000.0,-2289000,18000.0,1978000.0,1978000.0,-287000.0,-2799000,15036000.0,,-285000.0
ASPN,2019-06-30,-665000.0,996000.0,121000.0,-3831000.0,,,2807000.0,1068000.0,,-10000.0,-47000.0,-5318000,-817000.0,-450000.0,-440000.0,-665000.0,7110000,15036000.0,,-285000.0
OTEX,2020-03-31,-16793000.0,24189000.0,74584000.0,,-47279000.0,-5803000.0,230761000.0,329601000.0,-15989000.0,,777364000.0,25965000,-4156000.0,648141000.0,693869000.0,-184389000.0,93345000,29990000.0,,-75718000.0
OTEX,2019-12-31,-19598000.0,35951000.0,-66291000.0,,-47092000.0,-3505000.0,72172000.0,207238000.0,3640000.0,,-321584000.0,107467000,-4385000.0,711429000.0,747500000.0,-1243891000.0,26820000,12000000.0,,-979000.0
OTEX,2019-09-30,-18614000.0,13915000.0,51230000.0,,-47006000.0,-2036000.0,69435000.0,137447000.0,-7711000.0,,58273000.0,74401000,4136000.0,-50813000.0,-2500000.0,-20650000.0,-124148000,11117000.0,,-979000.0
OTEX,2019-06-30,-13405000.0,40964000.0,13980000.0,,-46958000.0,-8762000.0,74200000.0,229777000.0,83000.0,,174027000.0,71983000,-4628000.0,-33666000.0,-2500000.0,-22167000.0,-17049000,15792000.0,,-979000.0
WM,2020-03-31,-459000000.0,70000000.0,127000000.0,,-236000000.0,-55000000.0,402000000.0,765000000.0,-4000000.0,-435000000.0,-410000000.0,361000000,-9000000.0,-668000000.0,-25000000.0,-503000000.0,-186000000,31000000.0,,-3000000.0
WM,2019-12-31,-286000000.0,175000000.0,-51000000.0,,-218000000.0,-6000000.0,395000000.0,1022000000.0,1000000.0,-1000000.0,627000000.0,447000000,32000000.0,-116000000.0,94000000.0,-280000000.0,24000000,7000000.0,,2000000.0
WM,2019-09-30,-483000000.0,95000000.0,-21000000.0,,-218000000.0,16000000.0,404000000.0,952000000.0,-1000000.0,-2000000.0,678000000.0,495000000,-44000000.0,258000000.0,470000000.0,-531000000.0,23000000,15000000.0,,-7000000.0
WM,2019-06-30,-578000000.0,157000000.0,-193000000.0,,-217000000.0,-149000000.0,409000000.0,1010000000.0,2000000.0,-180000000.0,2027000000.0,381000000,11000000.0,1780000000.0,2284000000.0,-765000000.0,245000000,20000000.0,,-127000000.0
LIND,2020-03-31,-116732000.0,1976000.0,,-239000.0,,,7468000.0,15432000.0,,-134000.0,50573000.0,-1934000,-1451000.0,151873000.0,152195000.0,-116732000.0,9126000,,,-188000.0
LIND,2019-12-31,-19282000.0,-1503000.0,,-937000.0,,,7987000.0,21033000.0,,-8000.0,-2872000.0,-1469000,-4799000.0,-540000.0,-500000.0,-23365000.0,21271000,,,-32000.0
LIND,2019-09-30,-34409000.0,12103000.0,,-588000.0,,,6960000.0,4322000.0,,-125000.0,78000.0,2161000,4315000.0,30165000.0,29976000.0,-34409000.0,-21110000,,,-32000.0
LIND,2019-06-30,-7167000.0,122000.0,,187000.0,,,6909000.0,21886000.0,,-486000.0,11411000.0,988000,-2906000.0,-3308000.0,-500000.0,-7167000.0,16109000,,,-2322000.0
HDS,2020-05-03,-21000000.0,18000000.0,54000000.0,-62000000.0,,,29000000.0,137000000.0,,-5000000.0,113000000.0,72000000,6000000.0,-3000000.0,-1000000.0,-21000000.0,20000000,3000000.0,,
HDS,2020-02-02,-17000000.0,26000000.0,107000000.0,30000000.0,,,6000000.0,180000000.0,,-65000000.0,-3000000.0,78000000,-3000000.0,-167000000.0,-104000000.0,-16000000.0,-88000000,2000000.0,,
HDS,2019-11-03,-35000000.0,38000000.0,-1000000.0,22000000.0,,,29000000.0,211000000.0,,-243000000.0,-4000000.0,132000000,-3000000.0,-168000000.0,75000000.0,-47000000.0,-9000000,2000000.0,,
HDS,2019-08-04,-28000000.0,52000000.0,-82000000.0,-13000000.0,,,27000000.0,158000000.0,,-66000000.0,1000000.0,135000000,3000000.0,-132000000.0,-68000000.0,-25000000.0,36000000,3000000.0,,
PPIH,2020-04-30,-775000.0,-205000.0,2515000.0,468000.0,,,1111000.0,597000.0,120000.0,,-1103000.0,-2521000,150000.0,-1045000.0,-1045000.0,-775000.0,-977000,,,
PPIH,2020-01-31,-479000.0,516000.0,808000.0,1755000.0,,,1088000.0,1292000.0,8000.0,,1299000.0,1503000,-496000.0,478000.0,433000.0,-479000.0,-3134000,,,
PPIH,2019-10-31,-442000.0,82000.0,1301000.0,258000.0,,,1047000.0,3741000.0,48000.0,,4140000.0,-145000,-187000.0,793000.0,740000.0,-442000.0,-116000,,,
PPIH,2019-07-31,-473000.0,504000.0,-7300000.0,-368000.0,,,1148000.0,-2317000.0,16000.0,,-1343000.0,3720000,371000.0,1434000.0,1390000.0,-476000.0,469000,,,
DRI,2020-02-23,-118000000.0,11500000.0,5500000.0,-17300000.0,-106600000.0,-500000.0,87700000.0,476400000.0,,-69400000.0,164400000.0,232300000,27900000.0,-174300000.0,-1300000.0,-137700000.0,111200000,2900000.0,,100000.0
DRI,2019-11-24,-139400000.0,131200000.0,-5700000.0,-13200000.0,-107600000.0,300000.0,87600000.0,190400000.0,,-136100000.0,-193500000.0,24700000,23500000.0,-241100000.0,-1200000.0,-142800000.0,-7000000,3600000.0,,200000.0
DRI,2019-08-25,-117100000.0,23200000.0,13000000.0,8400000.0,-108100000.0,-10000000.0,86200000.0,253100000.0,,-94800000.0,-106500000.0,170600000,-60700000.0,-192700000.0,-1300000.0,-166900000.0,-36400000,11200000.0,,300000.0
DRI,2019-05-26,-105100000.0,61700000.0,-14400000.0,2100000.0,-92400000.0,200000.0,62600000.0,347700000.0,,-41500000.0,154400000.0,208000000,47700000.0,-80400000.0,39600000.0,-112900000.0,-14600000,13900000.0,,300000.0
SGA,2020-03-31,-1211000.0,3385000.0,,,-1797000.0,221000.0,,5065000.0,,-20000.0,2258000.0,1680000,,-1817000.0,,-990000.0,0,,,
SGA,2019-12-31,-1065000.0,-6709000.0,,,-1781000.0,-10000.0,,6367000.0,,-569000.0,2962000.0,3841000,,-2350000.0,,-1055000.0,7967000,,,
SGA,2019-09-30,-1505000.0,2804000.0,,,-1784000.0,-263000.0,,6138000.0,,-276000.0,2560000.0,3334000,,-2060000.0,,-1518000.0,0,,,
SGA,2019-06-30,-1950000.0,1791000.0,,,-1784000.0,14000.0,,6525000.0,,-247000.0,-658000.0,4734000,,-5247000.0,,-1936000.0,0,,,
PBFX,2020-03-31,-6080000.0,2060000.0,-38881000.0,,-32308000.0,,11282000.0,18647000.0,,,81057000.0,34813000,3850000.0,68490000.0,100000000.0,-6080000.0,5084000,,,798000.0
PBFX,2019-12-31,-8566000.0,866000.0,16788000.0,,-32299000.0,,11947000.0,53364000.0,,,-17612000.0,29771000,-8485000.0,-62410000.0,100000000.0,-8566000.0,2036000,,,-30111000.0
PBFX,2019-09-30,-8028000.0,1993000.0,-19137000.0,,-31986000.0,,9079000.0,39757000.0,,,32578000.0,30994000,12319000.0,849000.0,32000000.0,-8028000.0,4065000,,,835000.0
PBFX,2019-06-30,-3932000.0,7322000.0,-3320000.0,,-31674000.0,,8854000.0,17677000.0,,,3554000.0,22166000,-5986000.0,-10191000.0,91000000.0,-3932000.0,-11805000,,,-202000000.0
VCNX,2020-03-31,-254000.0,204000.0,130000.0,,,,75000.0,-7510000.0,,,-285000.0,-7149000,-767000.0,7479000.0,,-254000.0,-3000,7479000.0,,
VCNX,2019-12-31,-1000.0,138000.0,189000.0,,,,68000.0,-5803000.0,,,-5803000.0,-6326000,-576000.0,7479000.0,,-254000.0,704000,7479000.0,,
VCNX,2019-09-30,-10000.0,137000.0,-217000.0,,,,64000.0,-10490000.0,,,3300000.0,-7642000,273000.0,13800000.0,,-10000.0,-3105000,13800000.0,,
VCNX,2019-06-30,-67000.0,110000.0,-243000.0,,,,57000.0,-5946000.0,,,-3663000.0,-8828000,-51000.0,13800000.0,,2283000.0,3009000,13800000.0,,
SPSC,2020-03-31,-3965000.0,6264000.0,-1053000.0,,,,4474000.0,14667000.0,33000.0,-12000000.0,5232000.0,9515000,-8584000.0,-8918000.0,,-550000.0,4051000,3770000.0,3415000.0,-688000.0
SPSC,2019-12-31,-5198000.0,6563000.0,-3101000.0,,,,4398000.0,20834000.0,-21000.0,-5652000.0,29525000.0,9162000,3045000.0,-3604000.0,,12316000.0,767000,2048000.0,17514000.0,-688000.0
SPSC,2019-09-30,-3036000.0,6582000.0,1099000.0,,,,4146000.0,21298000.0,-117000.0,-6000000.0,2704000.0,8941000,180000.0,-4022000.0,,-14455000.0,350000,1978000.0,81000.0,-688000.0
SPSC,2019-06-30,-2452000.0,5003000.0,-3441000.0,,,,3953000.0,19461000.0,-78000.0,-6000000.0,3308000.0,8796000,4441000.0,-4022000.0,,-12053000.0,709000,1978000.0,-9601000.0,-688000.0
Y,2020-03-31,-8840000.0,234974000.0,-143970000.0,,,-152416000.0,33158000.0,-7285000.0,-9412000.0,-44268000.0,376087000.0,-361218000,127532000.0,-500053000.0,-244436000.0,892837000.0,102239000,,1050542000.0,3664000.0
Y,2019-12-31,-12091000.0,-44698000.0,-19270000.0,,,-6614000.0,34570000.0,286157000.0,3903000.0,-31976000.0,281621000.0,31683000,213400000.0,19618000.0,55133000.0,-28057000.0,70472000,,-29176000.0,-3539000.0
Y,2019-09-30,-11539000.0,47517000.0,36774000.0,,,-42446000.0,28001000.0,254670000.0,-2343000.0,-19294000.0,72659000.0,90432000,20398000.0,-44342000.0,-19401000.0,-135326000.0,31548000,,-66748000.0,-5647000.0
Y,2019-06-30,-10986000.0,-10671000.0,-19334000.0,,,-64581000.0,29210000.0,239963000.0,2727000.0,-12666000.0,46754000.0,295459000,-149957000.0,5239000.0,37828000.0,-201175000.0,95256000,,-110674000.0,-19923000.0
SSSS,2020-03-31,,31663030.0,-169.0,,-2107709.0,,,7050793.0,,-3709244.0,1233840.0,-23692247,-1750720.0,-5816953.0,,,736888,,,
SSSS,2019-12-31,,7802592.0,40718.0,,-3512849.0,,,13386981.0,,-10168654.0,-294522.0,2208237,4236312.0,-13681503.0,,,-993918,,,
SSSS,2019-09-30,,35020306.0,301647.0,,-3512849.0,,,-5375879.0,,-3886591.0,-9262470.0,5261452,-1269805.0,-3886591.0,,,-44782518,,,
SSSS,2019-06-30,,29161629.0,1936312.0,,-3512849.0,,,30157891.0,,-737119.0,29420772.0,-675605,-485293.0,-737119.0,,,-138721,,,
NEWR,2020-03-31,-8513000.0,29955000.0,-38440000.0,,,,5506000.0,61753000.0,,,113528000.0,-27959000,-9197000.0,13325000.0,,38450000.0,82499000,13325000.0,49141000.0,
NEWR,2019-12-31,-18135000.0,23956000.0,-33636000.0,,,,10269000.0,-13838000.0,,,-63429000.0,-27195000,-6087000.0,2923000.0,,-52514000.0,4841000,2923000.0,-28719000.0,
NEWR,2019-09-30,-15336000.0,23861000.0,7219000.0,,,,12498000.0,8988000.0,,,11506000.0,-18614000,-8320000.0,7694000.0,,-5176000.0,-21495000,6716000.0,11830000.0,
NEWR,2019-06-30,-16234000.0,15317000.0,36432000.0,,,,8170000.0,36516000.0,,,-6602000.0,-15169000,-7720000.0,2271000.0,,-45389000.0,-13679000,2271000.0,-27772000.0,
TSRI,2020-02-29,-11489.0,-355146.0,250117.0,,,,1563.0,-379618.0,,,776406.0,-945102,825181.0,922513.0,940304.0,233511.0,-194171,,245000.0,-17791.0
TSRI,2019-11-30,-11489.0,15879.0,280433.0,,,,1498.0,-104643.0,,,-115643.0,61512,-200634.0,-11000.0,940304.0,233511.0,-253831,,245000.0,-11000.0
TSRI,2019-08-31,-11489.0,-266372.0,95091.0,,,,1497.0,-1129470.0,,,-882470.0,-663014,53468.0,-11000.0,940304.0,247000.0,-374085,,247000.0,-11000.0
TSRI,2019-05-31,-11489.0,-282583.0,-491148.0,,,,2298.0,-417166.0,,,-417166.0,-600815,46943.0,-11000.0,940304.0,247000.0,912705,,247000.0,-11000.0
PFG,2020-03-31,-18000000.0,1300200000.0,,,-153600000.0,,,1589100000.0,,-231800000.0,966800000.0,288900000,,290400000.0,-39900000.0,-912700000.0,0,9000000.0,-609400000.0,706700000.0
PFG,2019-12-31,-34300000.0,-13500000.0,,,-152400000.0,,,1028400000.0,,-83500000.0,-682100000.0,300900000,,1051800000.0,-31400000.0,-2762300000.0,0,6800000.0,-2690600000.0,1312300000.0
